Ref,Val,Package,PosX,PosY,Rot,Side
"FID1","Fiducial","Fiducial_1mm_Mask2mm",30.500000,87.500000,0.000000,top
"FID2","Fiducial","Fiducial_1mm_Mask2mm",6.500000,13.500000,0.000000,top
"FID3","Fiducial","Fiducial_1mm_Mask2mm",128.500000,87.500000,0.000000,top
"FID4","Fiducial","Fiducial_1mm_Mask2mm",130.500000,5.500000,0.000000,top
"FID5","Fiducial","Fiducial_1mm_Mask2mm",263.500000,86.500000,0.000000,top
"FID6","Fiducial","Fiducial_1mm_Mask2mm",292.500000,15.500000,0.000000,top
